"denominazione","tipologia","categoria","totale_unita","totale_bagni","totale_letti","indirizzo","frazione","cap","codice_istat_comune","comune","provincia","latitudine","longitudine","telefono","fax","sitoweb","email","periodi","servizi_generali","servizi_camera","prezzo_alta_stagione_o_unica","prezzo_bassa_stagione","foto1","foto2","foto3","foto4","foto5"
"ISOLA VERDE ","Bed & breakfast","","4","4","10","LOCALITA' BOSCHETTO SNC","","71040","071026","Isole Tremiti","FG","","","0882463030","0882463030","","bb.isolaverde@tiscali.it","15/05/2015-30/09/2015","Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Accesso animali piccola taglia","Aria condizionata indipendente-Cassafforte / cassetta di sicurezza-Frigobar","camera-doppia-bagno-persona (45-65)#camera-tripla-bagno-persona (35-50)","camera-doppia-bagno-persona (25-40)#camera-tripla-bagno-persona (20-35)","","","","",""
"LA RESIDENZA DEL MARE","Alberghi","3 stelle","8","10","16","VIA LEUCA","","73048","075052","Nardo'","LE","","","0833-579953 -083-3579953","","","info@bluhotels.it","29/05/2015-18/09/2015","Bar-Cassaforte / cassette di sicurezza-Accesso animali piccola taglia","Aria condizionata indipendente-Tv-Frigobar-Telefono","camera-doppia-bagno (76-260)#camera-singola-bagno (58-195)#pasto-cena (20-20)#pasto-pranzo (20-20)","camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)#pasto-cena (-)#pasto-pranzo (-)","","","","",""
"MATURO HOTEL","Alberghi","3 stelle","12","14","24","S.P. RUFFANO-SURANO KM 2","","73049","075064","Ruffano","LE","39.9829215","18.249016200000028","3409028803","","www.hotelmaturo.it","info@hotelmaturo.it","01/01/2015-31/12/2015","Ristorante-Bar-Ascensore-Parcheggio Coperto / Scoperto","Riscaldamento-Aria condizionata indipendente-Rscaldamento centralizzato-Tv-Frigobar","camera-doppia-bagno (60-70)","camera-doppia-bagno (50-60)","","","","",""
"RESIDENZA LE GINESTRE","Affittacamere","","2","2","4","VIA LOFFREDO","","71023","071007","Bovino","FG","","","0881966531","","www.residenzaleginestre.it","info@residenzaleginestre.it","","Bagno privato-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento","camera-doppia-bagno (50-70)#camera-singola-bagno (25-40)","camera-doppia-bagno (-)#camera-singola-bagno (-)","","","","",""
"G. BASSI","Case per ferie","","4","5","10","VIA SAN GIORGIO","","76125","110009","Trani","BT","41.2768916","16.421505199999956","0883 481248","0883488472","www.casaperferieangeliche.it","angeliche@tiscali.it","01/01/2015-31/12/2015","Reception 24h-Ascensore-Cucina in uso comune-Camere / struttura per ospiti disabili","Aria condizionata indipendente-Rscaldamento centralizzato-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Telefono","camera-doppia-bagno (44-66)","camera-doppia-bagno (36-55)","","","","",""
"VILLA GLI ULIVI","Case e appartamenti","","3","2","6","VIA OMERO","","73048","075052","Nardo'","LE","","","0833-564865","","www.villagliulivi.it","villagliulivi@tiscali.it","","","","ua-bilocale-due-sett (560-700)#ua-bilocale-sett (280-350)","ua-bilocale-due-sett (420-420)#ua-bilocale-sett (280-210)","","","","",""
"SARA ","Bed & breakfast","","4","3","10","VIA XXIV MAGGIO","","73059","075090","Ugento","LE","","","0833-556515","","www.bbugento.it","vacanzenelsalento@tiscali.it","","","","","","","","","",""
"DAFNE ","Bed & breakfast","","5","4","10","VIA F. GORGONI","","73020","075026","Cutrofiano","LE","","","0836/515810","","www.bbdafne.it","info@bbdafne.it","","Reception 24h-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento-Angolo cottura","","","http://www.agenziapugliapromozione.it/portal/documents/ddl/873256/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/873256/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/873256/fileFoto3","","http://www.agenziapugliapromozione.it/portal/documents/ddl/873256/fileFoto5"
"ABRE' ALLA MASSERIA","Bed & breakfast","","4","4","10","C.DA PEROSCIA","","70043","072030","Monopoli","BA","","","080 9373176","","www.masseriaabre.it","abre2011@libero.it","","","","camera-doppia-bagno (44-62)#camera-singola-bagno (30-40)#camera-tripla-bagno (80-100)","camera-doppia-bagno (-)#camera-singola-bagno (-)#camera-tripla-bagno (-)","","","","",""
"LA MUZZA","Bed & breakfast","","3","6","6","VIA CHIRIATTI","","73010","075094","Zollino","LE","","","","","www.lamuzza.net","lamuzza.bb@gmail.com","01/06/2015-31/08/2015","Bagno privato-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Frigobar-Angolo cottura","camera-doppia-bagno (45-60)","camera-doppia-bagno (45-60)","","","","",""
"NUOVA GROTTELLA","Alberghi","3 stelle","17","17","25","VIA ESTERNA GROTTELLA","","73043","075022","Copertino","LE","40.265510472131275","18.073915243148803","0832-930023","0832947136","www.hotelnuovagrottella.it","info@hotelnuovagrottella.it","01/01/2015-31/12/2015","Ristorante-Bar-Reception 24h-Ascensore-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili","Aria condizionata indipendente-Tv-Frigobar-Riscaldamento-Telefono","camera-doppia-bagno (68-74)#camera-singola-bagno (38-42)#mezza-pensione-bagno (49-54)#pasto-cena (18-20)#pasto-pranzo (18-20)#pensione-completa-bagno (64-70)","camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)#mezza-pensione-bagno (0-0)#pasto-cena (-)#pasto-pranzo (-)#pensione-completa-bagno (0-0)","http://www.agenziapugliapromozione.it/portal/documents/ddl/93031/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/93031/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/93031/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/93031/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/93031/fileFoto5"
"ALMACANTO","Bed & breakfast","","4","4","10","VIA PROV. TUGLIE-COLLEPASSO","","73052","075059","Parabita","LE","","","0833/597093","","www.almacanto.com","info@almacanto.com","01/06/2015-01/10/2015","Bagno privato-Parco / Giardino","Aria condizionata indipendente-Tv-Frigobar","camera-doppia-bagno (70-90)#camera-quadrupla-bagno (100-120)#doppia-uso-singola (35-40)","camera-doppia-bagno (60-70)#camera-quadrupla-bagno (80-90)#doppia-uso-singola (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/951257/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/951257/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/951257/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/951257/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/951257/fileFoto5"
"TIA MARIA RANCH ","Case e appartamenti","","6","9","19","CONTRADA ARGILLARI","","73055","075063","Racale","LE","39.9584847","18.09426069999995","0833-583808","","www.tiamariasrl.it","info@tiamariasrl.it","15/03/2015-15/10/2015","Cassaforte / cassette di sicurezza-Bagno privato-Parco / Giardino-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Angolo cottura","ua-bilocale-sett (1500-2200)#ua-monolocale-sett (1000-1250)#ua-plurilocale-sett (2000-2800)","ua-bilocale-sett (900-1400)#ua-monolocale-sett (650-850)#ua-plurilocale-sett (1200-1700)","http://www.agenziapugliapromozione.it/portal/documents/ddl/979691/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/979691/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/979691/fileFoto3","",""
"GIGLI HOTEL","Alberghi","3 stelle","16","16","24","VIA SOCRATE","","73050","075066","Salve","LE","","","0833528176","","www.giglihotelsalento.it","info@giglihotelsalento.it","","","","camera-doppia-bagno (90-130)#camera-singola-bagno (58-84)#mezza-pensione-bagno (63-83)#pasto-cena (18-18)#servizio-colazione (-)","camera-doppia-bagno (-)#camera-singola-bagno (-)#mezza-pensione-bagno (-)#pasto-cena (-)#servizio-colazione (-)","","","","",""
"GIARDINI SAUSARI","Residenze turistico alberghiere","3 stelle","21","21","50","STRADA TORRE COLUMENA","","73010","075097","Porto Cesareo","LE","","","0833-560556 /099-9704566","","www.giardinisausari.it","info@giardinisausari.it","01/04/2015-30/09/2015","Bar-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Camere / struttura per ospiti disabili","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Angolo cottura","camera-doppia-bagno (60-145)#camera-singola-bagno (40-80)#ua-bilocale (90-190)#ua-monolocale (90-190)","camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)#ua-bilocale (0-0)#ua-monolocale (0-0)","","","","",""
"IL POETA  CONTADINO","Alloggi agrituristici","","2","2","4","STRADA STATALE LECCE/S.CATALDO LEPORE KM. 7","","73100","075035","Lecce","LE","40.35744314098727","18.287385743212894","3925402344","","www.agriturismoilpoetacontadino.it","info@agriturismoilpoetacontadino.it","01/01/2015-31/12/2015","Bar-Punto ristoro-Parcheggio Coperto / Scoperto-Quotidiani-Camere / struttura per ospiti disabili-Ristorante","Aria condizionata indipendente-Riscaldamento indipendente-Tv","camera-doppia-bagno (85-125)","camera-doppia-bagno (65-95)","http://www.agenziapugliapromozione.it/portal/documents/ddl/879424/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/879424/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/879424/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/879424/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/879424/fileFoto5"
"DELLE MORE","Alberghi","4 stelle","119","122","313","LOCALIT? SANT'ANDREA","","71019","071060","Vieste","FG","41.88565993695085","16.159949277771034","0884-701445","0884708102","www.hoteldellemorevieste.com","info@hoteldellemorevieste.com","20/04/2015-20/10/2015","Ristorante-Bar-Reception 24h-Ascensore-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Baby sitting-Quotidiani-Accesso animali piccola taglia-Camere / struttura per ospiti disabili","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Telefono","camera-doppia-bagno (130-190)#camera-singola-bagno (95-125)#camera-tripla-bagno (185-270)#mezza-pensione-bagno (85-115)#pasto-cena (15-50)#pasto-pranzo (15-50)#pensione-completa-bagno (100-130)#suite-bagno (257-366)#supplemento-servizio-incamera (4-4)#supplemento-vista-panoramica (10-20)","camera-doppia-bagno (80-110)#camera-singola-bagno (55-70)#camera-tripla-bagno (114-156)#mezza-pensione-bagno (60-72)#pasto-cena (-)#pasto-pranzo (-)#pensione-completa-bagno (70-85)#suite-bagno (166-178)#supplemento-servizio-incamera (-)#supplemento-vista-panoramica (-)","","","","",""
"BEAUTIFUL LECCE","Bed & breakfast","","4","4","8","VIA LEQUILE","","73100","075035","Lecce","LE","","","0832/351002","","www.beautifullecce-beb.com","info@beautifullecce-beb.com","","","","","","","","","",""
"MARINI HOTEL","Alberghi","3 stelle","12","12","24","VIA LIBERTAS","","73059","075090","Ugento","LE","","","0833-933428","0833933428","www.marinihotel.it","info@marinihotel.it","15/04/2015-15/10/2015","Reception 24h-Baby sitting-Quotidiani-Accesso animali piccola taglia-Camere / struttura per ospiti disabili","Aria condizionata centralizzata-Rscaldamento centralizzato-Cassafforte / cassetta di sicurezza-Tv satellitare-Frigobar-Telefono","camera-doppia-bagno (90-122)#camera-singola-bagno (47-67)","camera-doppia-bagno (54-80)#camera-singola-bagno (29-42)","","","","",""
"HOTEL RESIDENCE MARE E SOLE","Residenze turistico alberghiere","2 stelle","19","19","70","VIA TRAIANO","","76016","110005","Margherita di Savoia","BT","41.3822717","16.13967100000002","0883673115/0883657287","0883657287","www.residencemareesole.net","direzione@residencemareesole.net","15/06/2015-15/09/2015","Ascensore-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili","Aria condizionata indipendente-Tv-Angolo cottura","ua-bilocale (95-170)#ua-monolocale (80-90)","ua-bilocale (0-0)#ua-monolocale (0-0)","","","","",""
"MASSERIA BRIGANTINO","Alloggi agrituristici","","7","7","15","CONTRADA SPACCATA","","72015","074007","Fasano","BR","","","3351254096","0809190572","www.masseriabrigantino.com","info@masseriabrigantino.com","01/04/2015-31/10/2015","Parcheggio Coperto / Scoperto","Aria condizionata indipendente-Tv-Frigobar-Riscaldamento","camera-doppia-bagno (150-180)#camera-tripla-bagno (220-220)","camera-doppia-bagno (100-120)#camera-tripla-bagno (140-140)","","","","",""
"RIVA MARINA RESORT","Alberghi","4 stelle","369","369","899","VIA DELLA PINETA","","72012","074002","Carovigno","BR","","","0832093801","","www.cdshotels.it","info@rivamarinaresort.it","","Bar-Reception 24h-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Baby sitting","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv satellitare-Frigobar","pasto-cena (25-25)#pasto-pranzo (25-25)#pensione-completa-bagno (-)#servizio-colazione (-)#ua-bilocale (-142)","pasto-cena (-)#pasto-pranzo (-)#pensione-completa-bagno (420-994)#servizio-colazione (-)#ua-bilocale (-60)","http://www.agenziapugliapromozione.it/portal/documents/ddl/365066/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/365066/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/365066/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/365066/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/365066/fileFoto5"
"MASSERIA IL PURGATORIO","Bed & breakfast","","4","2","8","CONTRADA PEZZE VICINE","","72015","074007","Fasano","BR","","","","","www.masseriailpurgatorio.it","info@masseriailpurgatorio.it","","","","","","","","","",""
"GIARDINI DI MARZO","Bed & breakfast","","4","4","10","VIA CAVALCANTI","","73100","075035","Lecce","LE","","","3351000565","","www.giardinidimarzo.eu","info@giardinidimarzo.eu","01/01/2015-15/01/2015#31/01/2015-15/02/2015#04/03/2015-11/10/2015#26/10/2015-11/11/2015","Nessuno-Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Tv satellitare-Riscaldamento","camera-doppia-bagno (15-50)#camera-tripla (15-50)","camera-doppia-bagno (15-50)#camera-tripla (15-50)","","","","",""
"TRIFOGLIO ","Bed & breakfast","","2","1","4","PIAZZA GIOVANNI XXIII","","71023","071007","Bovino","FG","","","0881961205","","www.iltrifogliobovino.it","gaetanonicastro@tiscali.it","","","","","","","","","",""
"IL PUNTO DI VISTA ","Bed & breakfast","","3","3","9","LUNGOMARE MARCONI","","73014","075031","Gallipoli","LE","","","377/2191229","","www.ilpuntodivistabb.com","ilpuntodivista@alice.it","01/01/2015-19/01/2015#10/02/2015-23/02/2015#27/03/2015-30/09/2015#27/10/2015-14/11/2015#20/12/2015-31/12/2015","Camere fumatori-Ascensore-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento","camera-doppia (50-65)#camera-doppia-bagno (100-130)#camera-quadrupla-bagno (100-130)#camera-quadrupla-bagno-persona (50-65)#camera-singola-bagno (75-85)#camera-tripla-bagno (100-130)#camera-tripla-bagno-persona (50-65)#doppia-uso-singola (35-80)","camera-doppia (20-30)#camera-doppia-bagno (40-60)#camera-quadrupla-bagno (40-60)#camera-quadrupla-bagno-persona (20-30)#camera-singola-bagno (35-50)#camera-tripla-bagno (40-60)#camera-tripla-bagno-persona (20-30)#doppia-uso-singola (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/160640/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/160640/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/160640/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/160640/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/160640/fileFoto5"
"HOTEL SAN GIUSEPPE","Alberghi","4 stelle","19","23","38","VIA 800 MARTIRI","","73028","075057","Otranto","LE","","","0836/806029","0836806335","www.hotelsangiuseppeotranto.it","info@hotelsangiuseppeotranto.it","01/04/2015-31/10/2015","Bar-Reception 24h-Ascensore-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Camere / struttura per ospiti disabili","","camera-doppia-bagno (60-280)#camera-quadrupla-bagno (60-280)#camera-singola-bagno (60-280)#camera-tripla-bagno (60-280)","camera-doppia-bagno (0-0)#camera-quadrupla-bagno (0-0)#camera-singola-bagno (0-0)#camera-tripla-bagno (0-0)","http://www.agenziapugliapromozione.it/portal/documents/ddl/869998/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/869998/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/869998/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/869998/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/869998/fileFoto5"
"IL FIORDALISO ","Bed & breakfast","","4","3","8","VIA MAZZOTTI","","73051","075055","Novoli","LE","","","0832/711930","","","coppolaslv@libero.it","","","","camera-doppia-bagno (45-55)","camera-doppia-bagno (-)","","","","",""
"ALBERGO BASILIANI","Alberghi","4 stelle","127","127","310","VIA RENIS","","73028","075057","Otranto","LE","","","0836/802920","0836805310","www.basilianiresort.com","info@basilianiresort.com","01/01/2015-31/12/2015","Ristorante-Bar-Reception 24h-Ascensore-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Camere / struttura per ospiti disabili","Aria condizionata centralizzata-Rscaldamento centralizzato-Cassafforte / cassetta di sicurezza-Tv satellitare-Frigobar-idromassaggio-Telefono","camera-doppia-bagno (160-240)#camera-quadrupla-bagno (300-432)#camera-tripla-bagno (200-336)#mezza-pensione-bagno (30-30)#pasto-cena (40-40)#pasto-pranzo (40-40)#pensione-completa-bagno (50-50)#supplemento-servizio-incamera (10-10)","camera-doppia-bagno (120-180)#camera-quadrupla-bagno (180-324)#camera-tripla-bagno (150-252)#mezza-pensione-bagno (30-30)#pasto-cena (-)#pasto-pranzo (-)#pensione-completa-bagno (50-50)#supplemento-servizio-incamera (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/187718/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/187718/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/187718/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/187718/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/187718/fileFoto5"
